2025-11-16 14:58:30.582 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Onboarding Flow Redesign/resource successfully
2025-11-16 14:58:30.624 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Onboarding Flow Redesign → 4fff1d31-a6eb-58fb-a230-c503d469846c
2025-11-16 14:58:30.624 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:30.706 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["7fb12e5d-67f7-57e6-ac75-da13d3276f00", "c7476df6-4fdb-5677-9968-fc3a080f48d1"], "entity_type": "project/planning", "table_name": "moments"}'}, type: <class 'dict'>
2025-11-16 14:58:30.706 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/Launch Timeline/resource
2025-11-16 14:58:30.750 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:30.750 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Launch Timeline/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:30.750 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:30.750 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:30.792 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Launch Timeline/resource, ttl=None
2025-11-16 14:58:30.879 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Launch Timeline/resource successfully
2025-11-16 14:58:30.920 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Launch Timeline → 4fff1d31-a6eb-58fb-a230-c503d469846c
2025-11-16 14:58:30.920 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:31.004 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["27837ce2-dc0a-5328-8cea-b222f824c22a"], "entity_type": "resource/engram", "table_name": "moments"}'}, type: <class 'dict'>
2025-11-16 14:58:31.004 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/Friday Afternoon 1-on-1 with Jamie/resource
2025-11-16 14:58:31.048 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.048 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Friday Afternoon 1-on-1 with Jamie/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.048 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.048 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:31.089 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Friday Afternoon 1-on-1 with Jamie/resource, ttl=None
2025-11-16 14:58:31.177 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Friday Afternoon 1-on-1 with Jamie/resource successfully
2025-11-16 14:58:31.218 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Friday Afternoon 1-on-1 with Jamie → 4fff1d31-a6eb-58fb-a230-c503d469846c
2025-11-16 14:58:31.218 | DEBUG    | p8fs.models.engram.processor:_process_moments:286 - Upserted moment 'Design System Project Scoping' with 4 graph edges
2025-11-16 14:58:31.275 | INFO     | p8fs.models.engram.processor:_process_engram:64 - Upserting engram 'Friday Morning Sprint Completion Standup' with ID b6bce68d-2c81-5608-8d22-f69c27df87d3
2025-11-16 14:58:31.276 | DEBUG    | p8fs.repository.BaseRepository:upsert:397 - Upserting Resources with fields: ['id', 'created_at', 'updated_at', 'name', 'category', 'content', 'summary', 'ordinal', 'uri', 'metadata', 'graph_paths', 'resource_timestamp', 'userid', 'tenant_id']
2025-11-16 14:58:31.318 | DEBUG    | p8fs.providers.tidb:execute:1090 - Executing query: INSERT INTO resources (id, created_at, updated_at, name, category, content, summary, ordinal, uri, m...
2025-11-16 14:58:31.405 | DEBUG    | p8fs.repository.BaseRepository:upsert:417 - Successfully async upserted 1 Resources entities
2025-11-16 14:58:31.405 | DEBUG    | p8fs.services.llm.embedding_providers:validate_input:60 - Text truncated from 1896 to 256 characters
2025-11-16 14:58:31.424 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:31.465 | DEBUG    | p8fs.providers.tidb:execute:1090 - Executing query: 
            REPLACE INTO embeddings.resources_embeddings
            (id, entity_id, field_name, em...
2025-11-16 14:58:31.650 | INFO     | p8fs.repository.BaseRepository:_generate_embeddings_for_entities:976 - Generated and stored 1 embeddings in batch
2025-11-16 14:58:31.650 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:31.734 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: None, type: <class 'NoneType'>
2025-11-16 14:58:31.734 | DEBUG    | p8fs.providers.kv:_get_table:530 - TiDB KV: No result for key tenant-test/Friday Morning Sprint Completion Standup/resources
2025-11-16 14:58:31.778 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.778 | ERROR    | p8fs.providers.kv:_get_tikv:502 - TiKV get operation failed for key tenant-test/Friday Morning Sprint Completion Standup/resources: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.778 | WARNING  | p8fs.providers.kv:get:462 - TiKV get also failed: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.780 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.780 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Friday Morning Sprint Completion Standup/resources: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.780 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:31.780 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:31.822 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Friday Morning Sprint Completion Standup/resources, ttl=None
2025-11-16 14:58:31.917 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Friday Morning Sprint Completion Standup/resources successfully
2025-11-16 14:58:31.958 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:516 - Indexed entity name: Friday Morning Sprint Completion Standup → b6bce68d-2c81-5608-8d22-f69c27df87d3
2025-11-16 14:58:31.958 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:32.042 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["7fb12e5d-67f7-57e6-ac75-da13d3276f00", "3626cc6c-5cbc-5965-a150-3793d199406f"], "entity_type": "project/design", "table_name": "resources"}'}, type: <class 'dict'>
2025-11-16 14:58:32.042 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/Onboarding Flow Redesign/resource
2025-11-16 14:58:32.086 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.087 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Onboarding Flow Redesign/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.087 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.087 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:32.128 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Onboarding Flow Redesign/resource, ttl=None
2025-11-16 14:58:32.226 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Onboarding Flow Redesign/resource successfully
2025-11-16 14:58:32.266 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Onboarding Flow Redesign → b6bce68d-2c81-5608-8d22-f69c27df87d3
2025-11-16 14:58:32.266 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:32.348 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: None, type: <class 'NoneType'>
2025-11-16 14:58:32.348 | DEBUG    | p8fs.providers.kv:_get_table:530 - TiDB KV: No result for key tenant-test/Monday Morning Team Standup/resource
2025-11-16 14:58:32.391 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.392 | ERROR    | p8fs.providers.kv:_get_tikv:502 - TiKV get operation failed for key tenant-test/Monday Morning Team Standup/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.392 | WARNING  | p8fs.providers.kv:get:462 - TiKV get also failed: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.394 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.394 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Monday Morning Team Standup/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.394 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.394 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:32.436 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Monday Morning Team Standup/resource, ttl=None
2025-11-16 14:58:32.521 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Monday Morning Team Standup/resource successfully
2025-11-16 14:58:32.562 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Monday Morning Team Standup → b6bce68d-2c81-5608-8d22-f69c27df87d3
2025-11-16 14:58:32.563 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:32.648 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["348d8354-2901-5a18-9924-a86827765091"], "entity_type": "concept/technical-issue", "table_name": "moments"}'}, type: <class 'dict'>
2025-11-16 14:58:32.648 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/API Rate Limiting Issue/resource
2025-11-16 14:58:32.693 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.693 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/API Rate Limiting Issue/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.693 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:32.693 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:32.734 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/API Rate Limiting Issue/resource, ttl=None
2025-11-16 14:58:32.833 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/API Rate Limiting Issue/resource successfully
2025-11-16 14:58:32.874 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: API Rate Limiting Issue → b6bce68d-2c81-5608-8d22-f69c27df87d3
2025-11-16 14:58:32.875 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:32.959 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["7fb12e5d-67f7-57e6-ac75-da13d3276f00", "c7476df6-4fdb-5677-9968-fc3a080f48d1"], "entity_type": "project/planning", "table_name": "moments"}'}, type: <class 'dict'>
2025-11-16 14:58:32.959 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/Launch Timeline/resource
2025-11-16 14:58:33.003 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:33.003 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Launch Timeline/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:33.003 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:33.003 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:33.044 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Launch Timeline/resource, ttl=None
2025-11-16 14:58:33.136 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Launch Timeline/resource successfully
2025-11-16 14:58:33.177 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Launch Timeline → b6bce68d-2c81-5608-8d22-f69c27df87d3
2025-11-16 14:58:33.177 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:33.263 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["c101b709-b686-52f4-9d82-cfed9c2c33e2"], "entity_type": "resource/meeting", "table_name": "moments"}'}, type: <class 'dict'>
2025-11-16 14:58:33.263 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/Thursday User Testing Review/resource
2025-11-16 14:58:33.314 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:33.314 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Thursday User Testing Review/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:33.314 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:33.314 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:33.354 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Thursday User Testing Review/resource, ttl=None
2025-11-16 14:58:33.441 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Thursday User Testing Review/resource successfully
2025-11-16 14:58:33.481 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Thursday User Testing Review → b6bce68d-2c81-5608-8d22-f69c27df87d3
2025-11-16 14:58:33.482 | DEBUG    | p8fs.providers.tidb:connect_async:1031 - Async connection requested, returning sync connection (aiomysql not implemented yet)
2025-11-16 14:58:33.482 | DEBUG    | p8fs.providers.tidb:_init_connection_pool:967 - Initializing TiDB connection pool: max_connections=10, max_usage=100, max_lifetime=3600s
2025-11-16 14:58:33.993 | DEBUG    | p8fs.providers.tidb:_init_connection_pool:995 - TiDB connection pool initialized successfully
2025-11-16 14:58:33.994 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:34.035 | DEBUG    | p8fs.repository.BaseRepository:upsert:397 - Upserting Moment with fields: ['id', 'created_at', 'updated_at', 'name', 'category', 'content', 'summary', 'ordinal', 'uri', 'metadata', 'graph_paths', 'resource_timestamp', 'userid', 'resource_ends_timestamp', 'present_persons', 'location', 'background_sounds', 'moment_type', 'emotion_tags', 'topic_tags', 'images', 'speakers', 'key_emotions', 'tenant_id']
2025-11-16 14:58:34.078 | DEBUG    | p8fs.providers.tidb:execute:1090 - Executing query: INSERT INTO moments (id, created_at, updated_at, name, category, content, summary, ordinal, uri, met...
2025-11-16 14:58:34.179 | DEBUG    | p8fs.repository.BaseRepository:upsert:417 - Successfully async upserted 1 Moment entities
2025-11-16 14:58:34.186 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:34.228 | DEBUG    | p8fs.providers.tidb:execute:1090 - Executing query: 
            REPLACE INTO embeddings.moments_embeddings
            (id, entity_id, field_name, embe...
2025-11-16 14:58:34.423 | INFO     | p8fs.repository.BaseRepository:_generate_embeddings_for_entities:976 - Generated and stored 1 embeddings in batch
2025-11-16 14:58:34.424 | INFO     | p8fs.providers.kv:__init__:290 - TiDB KV: TiKV client available, will use native client for operations without TTL. Endpoints: ['fresh-cluster-pd-0.fresh-cluster-pd-peer.tikv-cluster.svc.cluster.local:2379', 'fresh-cluster-pd-1.fresh-cluster-pd-peer.tikv-cluster.svc.cluster.local:2379']
2025-11-16 14:58:34.424 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:34.509 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: None, type: <class 'NoneType'>
2025-11-16 14:58:34.509 | DEBUG    | p8fs.providers.kv:_get_table:530 - TiDB KV: No result for key tenant-test/Sprint Progress Review/moments
2025-11-16 14:58:34.556 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.556 | ERROR    | p8fs.providers.kv:_get_tikv:502 - TiKV get operation failed for key tenant-test/Sprint Progress Review/moments: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.556 | WARNING  | p8fs.providers.kv:get:462 - TiKV get also failed: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.559 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.559 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Sprint Progress Review/moments: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.559 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.559 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:34.601 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Sprint Progress Review/moments, ttl=None
2025-11-16 14:58:34.696 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Sprint Progress Review/moments successfully
2025-11-16 14:58:34.739 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:516 - Indexed entity name: Sprint Progress Review → 37d67316-abc9-5ccf-b213-9c5fcb1bb726
2025-11-16 14:58:34.739 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:34.821 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["c101b709-b686-52f4-9d82-cfed9c2c33e2", "27837ce2-dc0a-5328-8cea-b222f824c22a"], "entity_type": "person/employee", "table_name": "moments"}'}, type: <class 'dict'>
2025-11-16 14:58:34.821 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/Sarah Chen/resource
2025-11-16 14:58:34.867 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.867 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Sarah Chen/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.867 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:34.867 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:34.909 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Sarah Chen/resource, ttl=None
2025-11-16 14:58:35.022 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Sarah Chen/resource successfully
2025-11-16 14:58:35.066 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Sarah Chen → 37d67316-abc9-5ccf-b213-9c5fcb1bb726
2025-11-16 14:58:35.066 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:35.162 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: {'value': '{"entity_ids": ["348d8354-2901-5a18-9924-a86827765091"], "entity_type": "person/employee", "table_name": "moments"}'}, type: <class 'dict'>
2025-11-16 14:58:35.163 | DEBUG    | p8fs.providers.kv:_get_table:525 - TiDB KV: Retrieved value for tenant-test/Mike Johnson/resource
2025-11-16 14:58:35.210 | ERROR    | p8fs.providers.kv:_get_async_tikv_client:319 - Failed to connect to TiKV: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:35.210 | ERROR    | p8fs.providers.kv:_put_tikv:392 - TiKV put operation failed for key tenant-test/Mike Johnson/resource: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:35.210 | WARNING  | p8fs.providers.kv:put:344 - TiKV put failed, falling back to table storage: [/Users/runner/.cargo/git/checkouts/client-rust-5a1ccd35a54db20f/b12f95e/src/pd/cluster.rs:189]: PD cluster failed to respond
2025-11-16 14:58:35.210 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:35.253 | DEBUG    | p8fs.providers.kv:_put_table:419 - TiDB KV: Storing key=tenant-test/Mike Johnson/resource, ttl=None
2025-11-16 14:58:35.349 | DEBUG    | p8fs.providers.kv:_put_table:436 - TiDB KV: Stored tenant-test/Mike Johnson/resource successfully
2025-11-16 14:58:35.391 | DEBUG    | p8fs.repository.BaseRepository:_populate_entity_key_index:540 - Indexed graph edge: Mike Johnson → 37d67316-abc9-5ccf-b213-9c5fcb1bb726
2025-11-16 14:58:35.391 | DEBUG    | p8fs.providers.tidb:connect_sync:1010 - Using pooled TiDB connection
2025-11-16 14:58:35.474 | DEBUG    | p8fs.providers.kv:_get_table:520 - TiDB KV: fetchone() returned: None, type: <class 'NoneType'>
